State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
New Hampshire,Unknown,All Ages,0,0,0,0,0,0
New Hampshire,Unknown,Under 1 year,0,0,0,0,0,0
New Hampshire,Unknown,0-17 years,0,0,0,0,0,0
New Hampshire,Unknown,1-4 years,0,0,0,0,0,0
New Hampshire,Unknown,5-14 years,0,0,0,0,0,0
New Hampshire,Unknown,15-24 years,0,0,0,0,0,0
New Hampshire,Unknown,18-29 years,0,0,0,0,0,0
New Hampshire,Unknown,25-34 years,0,0,0,0,0,0
New Hampshire,Unknown,30-49 years,0,0,0,0,0,0
New Hampshire,Unknown,35-44 years,0,0,0,0,0,0
New Hampshire,Unknown,45-54 years,0,0,0,0,0,0
New Hampshire,Unknown,50-64 years,0,0,0,0,0,0
New Hampshire,Unknown,55-64 years,0,0,0,0,0,0
New Hampshire,Unknown,65-74 years,0,0,0,0,0,0
New Hampshire,Unknown,75-84 years,0,0,0,0,0,0
New Hampshire,Unknown,85 years and over,0,0,0,0,0,0
New Jersey,All Sexes,All Ages,20238,104655,14752,9973,155,25157
New Jersey,Male,All Ages,11069,53266,8185,5628,92,13711
New Jersey,Male,Under 1 year,,183,,0,0,
New Jersey,Male,0-17 years,,311,,0,0,
New Jersey,Male,1-4 years,0,39,0,0,0,0
New Jersey,Male,5-14 years,0,36,0,0,0,0
New Jersey,Male,15-24 years,15,443,13,,0,25
New Jersey,Male,18-29 years,50,967,36,18,0,68
New Jersey,Male,25-34 years,100,1297,64,48,,119
New Jersey,Male,30-49 years,616,4000,392,295,14,726
New Jersey,Male,35-44 years,260,1848,166,121,,307
New Jersey,Male,45-54 years,752,3660,487,369,13,883
New Jersey,Male,50-64 years,2190,10110,1513,1120,16,2598
New Jersey,Male,55-64 years,1729,7882,1211,892,11,2058
New Jersey,Male,65-74 years,2571,11112,1894,1350,17,3130
New Jersey,Male,75-84 years,2950,13026,2252,1553,21,3667
New Jersey,Male,85 years and over,2691,13740,2096,1292,24,3519
New Jersey,Female,All Ages,9168,51385,6566,4344,63,11445
New Jersey,Female,Under 1 year,0,161,,0,,
New Jersey,Female,0-17 years,,243,,0,,
New Jersey,Female,1-4 years,,24,0,0,0,
New Jersey,Female,5-14 years,,32,,0,0,
New Jersey,Female,15-24 years,,170,,,0,11
New Jersey,Female,18-29 years,25,356,23,12,0,36
New Jersey,Female,25-34 years,45,477,38,20,,66
New Jersey,Female,30-49 years,205,1854,161,98,,272
New Jersey,Female,35-44 years,92,865,69,46,,116
New Jersey,Female,45-54 years,276,1862,219,140,,356
New Jersey,Female,50-64 years,1020,5850,740,516,,1251
New Jersey,Female,55-64 years,832,4712,591,419,,1010
New Jersey,Female,65-74 years,1486,7870,1090,754,,1827
New Jersey,Female,75-84 years,2435,12396,1847,1244,12,3049
New Jersey,Female,85 years and over,3995,22816,2702,1720,30,5004
New Jersey,Unknown,All Ages,,,,,0,
New Jersey,Unknown,Under 1 year,0,,0,0,0,0
New Jersey,Unknown,0-17 years,0,,0,0,0,0
New Jersey,Unknown,1-4 years,0,0,0,0,0,0
New Jersey,Unknown,5-14 years,0,0,0,0,0,0
New Jersey,Unknown,15-24 years,0,0,0,0,0,0
New Jersey,Unknown,18-29 years,0,,0,0,0,0
New Jersey,Unknown,25-34 years,0,,0,0,0,0
New Jersey,Unknown,30-49 years,0,0,0,0,0,0
New Jersey,Unknown,35-44 years,0,0,0,0,0,0
New Jersey,Unknown,45-54 years,0,0,0,0,0,0
New Jersey,Unknown,50-64 years,0,0,0,0,0,0
New Jersey,Unknown,55-64 years,0,0,0,0,0,0
New Jersey,Unknown,65-74 years,,,,,0,
New Jersey,Unknown,75-84 years,0,0,0,0,0,0
New Jersey,Unknown,85 years and over,0,0,0,0,0,0
New Mexico,All Sexes,All Ages,3252,24249,2689,1595,61,4405
New Mexico,Male,All Ages,1791,13120,1526,913,32,2435
New Mexico,Male,Under 1 year,0,49,,0,0,
New Mexico,Male,0-17 years,,128,,,,
New Mexico,Male,1-4 years,0,15,0,0,0,0
New Mexico,Male,5-14 years,,28,,,,
New Mexico,Male,15-24 years,,221,,,0,
New Mexico,Male,18-29 years,15,442,15,,0,23
New Mexico,Male,25-34 years,41,578,33,20,0,54
New Mexico,Male,30-49 years,159,1497,135,95,,202
New Mexico,Male,35-44 years,72,728,60,44,,90
New Mexico,Male,45-54 years,146,1001,131,90,,194
New Mexico,Male,50-64 years,383,2571,318,209,10,502
New Mexico,Male,55-64 years,297,2018,242,156,,387
New Mexico,Male,65-74 years,431,2792,369,233,,575
New Mexico,Male,75-84 years,456,3037,393,229,,627
New Mexico,Male,85 years and over,346,2653,294,139,,503
New Mexico,Female,All Ages,1461,11129,1163,682,29,1970
New Mexico,Female,Under 1 year,0,35,0,0,0,0
New Mexico,Female,0-17 years,0,66,,0,,
New Mexico,Female,1-4 years,0,,,0,,
New Mexico,Female,5-14 years,0,10,0,0,0,0
New Mexico,Female,15-24 years,,86,,,,
New Mexico,Female,18-29 years,12,166,,,,18
New Mexico,Female,25-34 years,20,270,19,10,0,29
New Mexico,Female,30-49 years,91,808,88,58,,125
New Mexico,Female,35-44 years,44,380,42,28,,61
New Mexico,Female,45-54 years,91,610,74,55,,113
New Mexico,Female,50-64 years,238,1567,208,136,,319
New Mexico,Female,55-64 years,181,1208,166,102,,252
New Mexico,Female,65-74 years,307,2081,278,176,,413
New Mexico,Female,75-84 years,373,2728,297,158,,516
New Mexico,Female,85 years and over,440,3713,282,150,,576
New Mexico,Unknown,All Ages,0,0,0,0,0,0
New Mexico,Unknown,Under 1 year,0,0,0,0,0,0
New Mexico,Unknown,0-17 years,0,0,0,0,0,0
New Mexico,Unknown,1-4 years,0,0,0,0,0,0
New Mexico,Unknown,5-14 years,0,0,0,0,0,0
New Mexico,Unknown,15-24 years,0,0,0,0,0,0
New Mexico,Unknown,18-29 years,0,0,0,0,0,0
New Mexico,Unknown,25-34 years,0,0,0,0,0,0
New Mexico,Unknown,30-49 years,0,0,0,0,0,0
New Mexico,Unknown,35-44 years,0,0,0,0,0,0
New Mexico,Unknown,45-54 years,0,0,0,0,0,0
New Mexico,Unknown,50-64 years,0,0,0,0,0,0
New Mexico,Unknown,55-64 years,0,0,0,0,0,0
New Mexico,Unknown,65-74 years,0,0,0,0,0,0
New Mexico,Unknown,75-84 years,0,0,0,0,0,0
New Mexico,Unknown,85 years and over,0,0,0,0,0,0
New York,All Sexes,All Ages,20752,133905,17579,9193,284,29398
New York,Male,All Ages,10776,67235,9524,5077,143,15354
New York,Male,Under 1 year,,280,,0,0,
New York,Male,0-17 years,,481,,,,13
New York,Male,1-4 years,,44,,,,
New York,Male,5-14 years,,81,,,,
New York,Male,15-24 years,17,658,21,,0,30
New York,Male,18-29 years,43,1269,50,19,,75
New York,Male,25-34 years,65,1548,66,32,,101
New York,Male,30-49 years,401,4346,300,184,,524
New York,Male,35-44 years,172,2087,126,71,,229
New York,Male,45-54 years,518,3802,398,254,,669
New York,Male,50-64 years,1716,11632,1406,845,27,2302
New York,Male,55-64 years,1388,9228,1145,683,24,1872
New York,Male,65-74 years,2458,14072,2101,1196,31,3390
New York,Male,75-84 years,2988,16717,2641,1426,36,4237
New York,Male,85 years and over,3166,18718,3019,1405,37,4813
New York,Female,All Ages,9976,66666,8055,4116,141,14044
New York,Female,Under 1 year,0,217,,0,0,
New York,Female,0-17 years,,344,,0,,10
New York,Female,1-4 years,0,37,,0,,
New York,Female,5-14 years,,61,0,0,,
New York,Female,15-24 years,,237,11,0,,16
New York,Female,18-29 years,15,473,21,,,32
New York,Female,25-34 years,30,645,31,15,0,46
New York,Female,30-49 years,184,2266,168,89,,267
New York,Female,35-44 years,79,1031,65,34,,113
New York,Female,45-54 years,216,2147,193,99,,314
New York,Female,50-64 years,836,7085,796,398,20,1252
New York,Female,55-64 years,708,5793,685,345,16,1063
New York,Female,65-74 years,1503,10337,1308,710,23,2124
New York,Female,75-84 years,2553,15753,2117,1141,28,3557
New York,Female,85 years and over,4883,30408,3641,1772,60,6802
New York,Unknown,All Ages,0,,0,0,0,0
New York,Unknown,Under 1 year,0,,0,0,0,0
New York,Unknown,0-17 years,0,,0,0,0,0
New York,Unknown,1-4 years,0,0,0,0,0,0
New York,Unknown,5-14 years,0,0,0,0,0,0
New York,Unknown,15-24 years,0,0,0,0,0,0
New York,Unknown,18-29 years,0,0,0,0,0,0
New York,Unknown,25-34 years,0,0,0,0,0,0
New York,Unknown,30-49 years,0,0,0,0,0,0
New York,Unknown,35-44 years,0,0,0,0,0,0
New York,Unknown,45-54 years,0,0,0,0,0,0
New York,Unknown,50-64 years,0,0,0,0,0,0
New York,Unknown,55-64 years,0,0,0,0,0,0
New York,Unknown,65-74 years,0,0,0,0,0,0
New York,Unknown,75-84 years,0,0,0,0,0,0
New York,Unknown,85 years and over,0,0,0,0,0,0
New York City,All Sexes,All Ages,24669,90361,14167,9273,1027,29754
New York City,Male,All Ages,14528,47952,8123,5448,618,17290
New York City,Male,Under 1 year,,230,,0,0,
New York City,Male,0-17 years,10,368,12,,,23
New York City,Male,1-4 years,,34,,,0,
New York City,Male,5-14 years,,62,,,,13
New York City,Male,15-24 years,25,463,15,,,32
New York City,Male,18-29 years,68,930,33,17,,84
New York City,Male,25-34 years,133,1207,80,48,,167
New York City,Male,30-49 years,963,4143,447,316,66,1108
New York City,Male,35-44 years,445,1985,184,131,27,505
New York City,Male,45-54 years,1114,3768,554,399,77,1278
New York City,Male,50-64 years,3247,10383,1690,1182,203,3783
New York City,Male,55-64 years,2561,8075,1339,929,159,2995
New York City,Male,65-74 years,3847,10924,2025,1441,145,4440
New York City,Male,75-84 years,3745,11165,2165,1464,113,4461
New York City,Male,85 years and over,2648,10039,1751,1026,82,3391
New York City,Female,All Ages,10141,42406,6044,3825,409,12464
New York City,Female,Under 1 year,,186,0,0,0,
New York City,Female,0-17 years,,271,,,,11
New York City,Female,1-4 years,,17,,,0,
New York City,Female,5-14 years,,48,,0,,
New York City,Female,15-24 years,11,177,,,,14
New York City,Female,18-29 years,28,334,21,,,42
New York City,Female,25-34 years,63,465,35,17,,84
New York City,Female,30-49 years,358,1865,187,106,24,443
New York City,Female,35-44 years,137,869,82,41,,179
New York City,Female,45-54 years,465,1930,260,164,36,568
New York City,Female,50-64 years,1521,5765,869,589,92,1821
New York City,Female,55-64 years,1233,4543,694,479,70,1463
New York City,Female,65-74 years,2108,7384,1168,807,93,2489
New York City,Female,75-84 years,2749,10008,1647,1067,95,3352
New York City,Female,85 years and over,3370,16779,2147,1245,100,4306
New York City,Unknown,All Ages,0,,0,0,0,0
New York City,Unknown,Under 1 year,0,,0,0,0,0
New York City,Unknown,0-17 years,0,,0,0,0,0
New York City,Unknown,1-4 years,0,0,0,0,0,0
New York City,Unknown,5-14 years,0,0,0,0,0,0
New York City,Unknown,15-24 years,0,,0,0,0,0
New York City,Unknown,18-29 years,0,,0,0,0,0
New York City,Unknown,25-34 years,0,,0,0,0,0
New York City,Unknown,30-49 years,0,0,0,0,0,0
New York City,Unknown,35-44 years,0,0,0,0,0,0
New York City,Unknown,45-54 years,0,0,0,0,0,0
New York City,Unknown,50-64 years,0,0,0,0,0,0
New York City,Unknown,55-64 years,0,0,0,0,0,0
New York City,Unknown,65-74 years,0,0,0,0,0,0
New York City,Unknown,75-84 years,0,0,0,0,0,0
New York City,Unknown,85 years and over,0,0,0,0,0,0
North Carolina,All Sexes,All Ages,4771,87007,6660,2095,281,9614
North Carolina,Male,All Ages,2428,44799,3495,1117,134,4937
North Carolina,Male,Under 1 year,0,358,,0,,
North Carolina,Male,0-17 years,,620,,0,,14
North Carolina,Male,1-4 years,0,56,,0,,
North Carolina,Male,5-14 years,,101,,0,0,
North Carolina,Male,15-24 years,,851,,,,
North Carolina,Male,18-29 years,,1427,15,,,21
North Carolina,Male,25-34 years,21,1534,28,,0,43
North Carolina,Male,30-49 years,136,4053,138,53,11,232
North Carolina,Male,35-44 years,62,1832,58,21,,105
North Carolina,Male,45-54 years,146,3313,169,63,12,264
North Carolina,Male,50-64 years,423,8992,587,197,44,857
North Carolina,Male,55-64 years,334,7047,480,161,37,690
North Carolina,Male,65-74 years,611,10300,897,291,27,1242
North Carolina,Male,75-84 years,714,10882,1049,326,24,1461
North Carolina,Male,85 years and over,536,8525,801,248,22,1110
North Carolina,Female,All Ages,2343,42197,3164,978,147,4676
North Carolina,Female,Under 1 year,0,274,,0,0,
North Carolina,Female,0-17 years,0,426,,0,,10
North Carolina,Female,1-4 years,0,38,,0,,
North Carolina,Female,5-14 years,0,74,,0,,
North Carolina,Female,15-24 years,,317,,0,,
North Carolina,Female,18-29 years,,577,14,,,23
North Carolina,Female,25-34 years,13,663,30,,,41
North Carolina,Female,30-49 years,63,2256,114,25,12,164
North Carolina,Female,35-44 years,26,1043,50,,,71
North Carolina,Female,45-54 years,84,2095,125,39,14,184
North Carolina,Female,50-64 years,256,5900,426,129,32,585
North Carolina,Female,55-64 years,200,4655,346,99,23,470
North Carolina,Female,65-74 years,464,7653,661,232,39,932
North Carolina,Female,75-84 years,642,10679,854,271,25,1250
North Carolina,Female,85 years and over,913,14706,1089,320,30,1712
North Carolina,Unknown,All Ages,0,11,,0,0,
North Carolina,Unknown,Under 1 year,0,0,0,0,0,0
North Carolina,Unknown,0-17 years,0,0,0,0,0,0
North Carolina,Unknown,1-4 years,0,0,0,0,0,0
North Carolina,Unknown,5-14 years,0,0,0,0,0,0
North Carolina,Unknown,15-24 years,0,0,0,0,0,0
North Carolina,Unknown,18-29 years,0,0,0,0,0,0
North Carolina,Unknown,25-34 years,0,,0,0,0,0
North Carolina,Unknown,30-49 years,0,,0,0,0,0
North Carolina,Unknown,35-44 years,0,0,0,0,0,0
North Carolina,Unknown,45-54 years,0,0,0,0,0,0
North Carolina,Unknown,50-64 years,0,,,0,0,
North Carolina,Unknown,55-64 years,0,,,0,0,
North Carolina,Unknown,65-74 years,0,,0,0,0,0
North Carolina,Unknown,75-84 years,0,,0,0,0,0
North Carolina,Unknown,85 years and over,0,,0,0,0,0
North Dakota,All Sexes,All Ages,1588,9375,1344,799,32,2164
North Dakota,Male,All Ages,882,5011,792,484,14,1203
North Dakota,Male,Under 1 year,0,34,,0,0,
North Dakota,Male,0-17 years,0,64,,0,0,
North Dakota,Male,1-4 years,0,,0,0,0,0
North Dakota,Male,5-14 years,0,14,0,0,0,0
North Dakota,Male,15-24 years,,71,,0,0,
North Dakota,Male,18-29 years,,130,,,0,
North Dakota,Male,25-34 years,,163,,,0,
North Dakota,Male,30-49 years,29,421,37,20,,48
North Dakota,Male,35-44 years,15,203,22,13,,26
North Dakota,Male,45-54 years,30,275,37,19,0,48
North Dakota,Male,50-64 years,111,816,113,64,,161
North Dakota,Male,55-64 years,91,663,87,51,,128
North Dakota,Male,65-74 years,170,1012,173,100,,247
North Dakota,Male,75-84 years,239,1212,223,140,,324
North Dakota,Male,85 years and over,331,1356,242,159,,418
North Dakota,Female,All Ages,706,4364,552,315,18,961
North Dakota,Female,Under 1 year,0,22,0,0,0,0
North Dakota,Female,0-17 years,,42,0,0,0,
North Dakota,Female,1-4 years,0,,0,0,0,0
North Dakota,Female,5-14 years,0,,0,0,0,0
North Dakota,Female,15-24 years,,36,,0,0,
North Dakota,Female,18-29 years,,50,,0,0,
North Dakota,Female,25-34 years,,53,,,0,
North Dakota,Female,30-49 years,10,176,15,,,20
North Dakota,Female,35-44 years,,79,,,0,
North Dakota,Female,45-54 years,12,153,12,,,20
North Dakota,Female,50-64 years,49,492,52,26,,77
North Dakota,Female,55-64 years,42,404,45,23,,65
North Dakota,Female,65-74 years,91,636,108,53,,150
North Dakota,Female,75-84 years,190,1012,151,96,,252
North Dakota,Female,85 years and over,364,1956,225,134,,459
North Dakota,Unknown,All Ages,0,0,0,0,0,0
North Dakota,Unknown,Under 1 year,0,0,0,0,0,0
North Dakota,Unknown,0-17 years,0,0,0,0,0,0
North Dakota,Unknown,1-4 years,0,0,0,0,0,0
North Dakota,Unknown,5-14 years,0,0,0,0,0,0
North Dakota,Unknown,15-24 years,0,0,0,0,0,0
North Dakota,Unknown,18-29 years,0,0,0,0,0,0
North Dakota,Unknown,25-34 years,0,0,0,0,0,0
North Dakota,Unknown,30-49 years,0,0,0,0,0,0
North Dakota,Unknown,35-44 years,0,0,0,0,0,0
North Dakota,Unknown,45-54 years,0,0,0,0,0,0
North Dakota,Unknown,50-64 years,0,0,0,0,0,0
North Dakota,Unknown,55-64 years,0,0,0,0,0,0
North Dakota,Unknown,65-74 years,0,0,0,0,0,0
North Dakota,Unknown,75-84 years,0,0,0,0,0,0
North Dakota,Unknown,85 years and over,0,0,0,0,0,0
Ohio,All Sexes,All Ages,18080,155266,14586,8198,321,24787
Ohio,Male,All Ages,9350,79497,8030,4597,156,12938
Ohio,Male,Under 1 year,0,498,,0,0,
Ohio,Male,0-17 years,0,851,15,0,,19
Ohio,Male,1-4 years,0,94,,0,,
Ohio,Male,5-14 years,0,137,,0,,
Ohio,Male,15-24 years,,1017,13,,,17
Ohio,Male,18-29 years,10,1934,28,,,39
Ohio,Male,25-34 years,29,2327,48,11,,74
Ohio,Male,30-49 years,194,6338,256,82,15,383
Ohio,Male,35-44 years,86,2959,111,37,,164
Ohio,Male,45-54 years,273,5059,287,123,15,452
Ohio,Male,50-64 years,1148,15024,1149,562,39,1774
Ohio,Male,55-64 years,961,12056,975,477,32,1491
Ohio,Male,65-74 years,2210,17856,2024,1146,43,3131
Ohio,Male,75-84 years,3030,19350,2471,1557,29,3972
Ohio,Male,85 years and over,2758,18144,2087,1245,20,3620
Ohio,Female,All Ages,8730,75768,6556,3601,165,11849
Ohio,Female,Under 1 year,,435,,0,0,10
Ohio,Female,0-17 years,,642,13,0,,18
Ohio,Female,1-4 years,,64,,0,0,
Ohio,Female,5-14 years,,93,0,0,,
Ohio,Female,15-24 years,,406,,,,10
Ohio,Female,18-29 years,12,835,25,,,35
Ohio,Female,25-34 years,23,1116,41,,,64
Ohio,Female,30-49 years,135,3518,159,57,19,256
Ohio,Female,35-44 years,57,1614,65,27,,103
Ohio,Female,45-54 years,166,3263,210,70,12,318
Ohio,Female,50-64 years,694,9707,805,358,28,1169
Ohio,Female,55-64 years,590,7711,668,313,22,967
Ohio,Female,65-74 years,1384,13094,1278,697,31,1996
Ohio,Female,75-84 years,2529,18744,1881,1077,39,3371
Ohio,Female,85 years and over,3973,29228,2395,1405,41,5004
Ohio,Unknown,All Ages,0,,0,0,0,0
Ohio,Unknown,Under 1 year,0,,0,0,0,0
Ohio,Unknown,0-17 years,0,,0,0,0,0
Ohio,Unknown,1-4 years,0,0,0,0,0,0
Ohio,Unknown,5-14 years,0,0,0,0,0,0
Ohio,Unknown,15-24 years,0,0,0,0,0,0
Ohio,Unknown,18-29 years,0,0,0,0,0,0
Ohio,Unknown,25-34 years,0,0,0,0,0,0
Ohio,Unknown,30-49 years,0,0,0,0,0,0
Ohio,Unknown,35-44 years,0,0,0,0,0,0
Ohio,Unknown,45-54 years,0,0,0,0,0,0
Ohio,Unknown,50-64 years,0,0,0,0,0,0
Ohio,Unknown,55-64 years,0,0,0,0,0,0
Ohio,Unknown,65-74 years,0,0,0,0,0,0
Ohio,Unknown,75-84 years,0,0,0,0,0,0
Ohio,Unknown,85 years and over,0,0,0,0,0,0
Oklahoma,All Sexes,All Ages,6023,49493,5623,2367,145,9411
Oklahoma,Male,All Ages,3252,25989,3112,1365,66,5060
Oklahoma,Male,Under 1 year,,152,,0,0,
Oklahoma,Male,0-17 years,,306,,0,,13
Oklahoma,Male,1-4 years,,39,,0,0,
Oklahoma,Male,5-14 years,0,62,,0,,
Oklahoma,Male,15-24 years,,354,,,0,10
Oklahoma,Male,18-29 years,18,591,21,,,33
Oklahoma,Male,25-34 years,23,662,29,,,44
Oklahoma,Male,30-49 years,125,2088,140,48,,220
Oklahoma,Male,35-44 years,49,987,60,15,,95
Oklahoma,Male,45-54 years,152,1768,154,67,11,249
Oklahoma,Male,50-64 years,492,5254,504,200,24,818
Oklahoma,Male,55-64 years,406,4215,414,160,15,674
Oklahoma,Male,65-74 years,840,6136,803,364,15,1292
Oklahoma,Male,75-84 years,971,6472,932,414,15,1503
Oklahoma,Male,85 years and over,804,5142,703,332,,1181
Oklahoma,Female,All Ages,2771,23504,2511,1002,79,4351
Oklahoma,Female,Under 1 year,,113,,0,,
Oklahoma,Female,0-17 years,,209,,0,,
Oklahoma,Female,1-4 years,0,22,,0,0,
Oklahoma,Female,5-14 years,,49,,0,0,
Oklahoma,Female,15-24 years,,149,,0,,
Oklahoma,Female,18-29 years,,240,13,,,15
Oklahoma,Female,25-34 years,11,290,19,,,25
Oklahoma,Female,30-49 years,92,1176,87,29,,158
Oklahoma,Female,35-44 years,43,560,36,,,75
Oklahoma,Female,45-54 years,104,1101,108,40,,173
Oklahoma,Female,50-64 years,333,3402,396,135,17,609
Oklahoma,Female,55-64 years,270,2743,328,110,16,502
Oklahoma,Female,65-74 years,605,4764,625,240,18,1007
Oklahoma,Female,75-84 years,789,6026,697,299,17,1201
Oklahoma,Female,85 years and over,945,7687,689,296,17,1353
Oklahoma,Unknown,All Ages,0,0,0,0,0,0
Oklahoma,Unknown,Under 1 year,0,0,0,0,0,0
Oklahoma,Unknown,0-17 years,0,0,0,0,0,0
Oklahoma,Unknown,1-4 years,0,0,0,0,0,0
Oklahoma,Unknown,5-14 years,0,0,0,0,0,0
Oklahoma,Unknown,15-24 years,0,0,0,0,0,0
Oklahoma,Unknown,18-29 years,0,0,0,0,0,0
Oklahoma,Unknown,25-34 years,0,0,0,0,0,0
Oklahoma,Unknown,30-49 years,0,0,0,0,0,0
Oklahoma,Unknown,35-44 years,0,0,0,0,0,0
Oklahoma,Unknown,45-54 years,0,0,0,0,0,0
Oklahoma,Unknown,50-64 years,0,0,0,0,0,0
Oklahoma,Unknown,55-64 years,0,0,0,0,0,0
Oklahoma,Unknown,65-74 years,0,0,0,0,0,0
Oklahoma,Unknown,75-84 years,0,0,0,0,0,0
Oklahoma,Unknown,85 years and over,0,0,0,0,0,0
Oregon,All Sexes,All Ages,1901,43029,2298,659,94,3633
Oregon,Male,All Ages,1008,22600,1240,384,56,1920
Oregon,Male,Under 1 year,0,104,0,0,0,0
Oregon,Male,0-17 years,0,204,0,0,,
Oregon,Male,1-4 years,0,21,0,0,0,0
Oregon,Male,5-14 years,0,35,0,0,,
Oregon,Male,15-24 years,,307,,,,
Oregon,Male,18-29 years,,531,,,0,
Oregon,Male,25-34 years,,578,,0,0,11
Oregon,Male,30-49 years,33,1536,38,,,68
Oregon,Male,35-44 years,14,699,17,,,31
Oregon,Male,45-54 years,51,1369,46,16,,88
Oregon,Male,50-64 years,177,4005,186,62,12,313
Oregon,Male,55-64 years,142,3163,154,51,,252
Oregon,Male,65-74 years,188,5070,289,81,15,411
Oregon,Male,75-84 years,321,5803,394,132,10,593
Oregon,Male,85 years and over,287,5451,330,98,10,529
Oregon,Female,All Ages,893,20425,1058,275,38,1713
Oregon,Female,Under 1 year,0,94,0,0,0,0
Oregon,Female,0-17 years,0,149,,0,,
Oregon,Female,1-4 years,0,,0,0,0,0
Oregon,Female,5-14 years,0,25,,0,,
Oregon,Female,15-24 years,0,109,,0,0,
Oregon,Female,18-29 years,,174,,,0,
Oregon,Female,25-34 years,,234,,,,12
Oregon,Female,30-49 years,21,852,31,,,51
Oregon,Female,35-44 years,,401,14,,,20
Oregon,Female,45-54 years,22,784,36,,,56
Oregon,Female,50-64 years,77,2425,139,28,,196
Oregon,Female,55-64 years,64,1946,115,24,,162
Oregon,Female,65-74 years,152,3808,229,74,,311
Oregon,Female,75-84 years,252,5021,271,75,11,459
Oregon,Female,85 years and over,390,7996,382,91,,689
Oregon,Unknown,All Ages,0,,0,0,0,0
Oregon,Unknown,Under 1 year,0,,0,0,0,0
Oregon,Unknown,0-17 years,0,,0,0,0,0
Oregon,Unknown,1-4 years,0,0,0,0,0,0
Oregon,Unknown,5-14 years,0,0,0,0,0,0
Oregon,Unknown,15-24 years,0,0,0,0,0,0
Oregon,Unknown,18-29 years,0,0,0,0,0,0
Oregon,Unknown,25-34 years,0,0,0,0,0,0
Oregon,Unknown,30-49 years,0,,0,0,0,0
Oregon,Unknown,35-44 years,0,,0,0,0,0
Oregon,Unknown,45-54 years,0,,0,0,0,0
Oregon,Unknown,50-64 years,0,,0,0,0,0
Oregon,Unknown,55-64 years,0,,0,0,0,0
Oregon,Unknown,65-74 years,0,0,0,0,0,0
Oregon,Unknown,75-84 years,0,0,0,0,0,0
Oregon,Unknown,85 years and over,0,0,0,0,0,0
Pennsylvania,All Sexes,All Ages,22922,172638,16120,8975,338,30391
Pennsylvania,Male,All Ages,11468,87053,8733,4958,160,15395
Pennsylvania,Male,Under 1 year,0,444,,0,0,
Pennsylvania,Male,0-17 years,,798,,0,,11
Pennsylvania,Male,1-4 years,0,83,,0,0,
Pennsylvania,Male,5-14 years,,128,,0,,
Pennsylvania,Male,15-24 years,13,1032,11,,0,21
Pennsylvania,Male,18-29 years,29,1908,33,10,0,52
Pennsylvania,Male,25-34 years,54,2326,55,22,,90
Pennsylvania,Male,30-49 years,256,6024,226,107,,383
Pennsylvania,Male,35-44 years,104,2795,98,45,,160
Pennsylvania,Male,45-54 years,372,5019,274,144,11,513
Pennsylvania,Male,50-64 years,1466,15208,1166,643,39,2025
Pennsylvania,Male,55-64 years,1210,12111,987,546,30,1678
Pennsylvania,Male,65-74 years,2549,18802,2079,1199,33,3461
Pennsylvania,Male,75-84 years,3433,21638,2723,1582,46,4619
Pennsylvania,Male,85 years and over,3732,22675,2499,1417,32,4844
Pennsylvania,Female,All Ages,11454,85581,7386,4017,178,14995
Pennsylvania,Female,Under 1 year,0,368,,0,0,
Pennsylvania,Female,0-17 years,0,553,,0,0,
Pennsylvania,Female,1-4 years,0,75,,0,0,
Pennsylvania,Female,5-14 years,0,71,,0,0,
Pennsylvania,Female,15-24 years,,334,11,,0,16
Pennsylvania,Female,18-29 years,12,702,23,,,30
Pennsylvania,Female,25-34 years,16,949,27,,,38
Pennsylvania,Female,30-49 years,139,3157,148,62,10,235
Pennsylvania,Female,35-44 years,55,1467,68,25,,105
Pennsylvania,Female,45-54 years,211,2999,192,91,,317
Pennsylvania,Female,50-64 years,812,9449,781,361,36,1265
Pennsylvania,Female,55-64 years,673,7598,655,303,32,1055
Pennsylvania,Female,65-74 years,1689,13643,1366,770,22,2307
Pennsylvania,Female,75-84 years,2851,20206,1912,1120,51,3693
Pennsylvania,Female,85 years and over,5951,37871,3148,1697,57,7457
Pennsylvania,Unknown,All Ages,0,,,0,0,
Pennsylvania,Unknown,Under 1 year,0,,0,0,0,0
Pennsylvania,Unknown,0-17 years,0,,0,0,0,0
Pennsylvania,Unknown,1-4 years,0,0,0,0,0,0
Pennsylvania,Unknown,5-14 years,0,0,0,0,0,0
Pennsylvania,Unknown,15-24 years,0,0,0,0,0,0
Pennsylvania,Unknown,18-29 years,0,0,0,0,0,0
Pennsylvania,Unknown,25-34 years,0,0,0,0,0,0
Pennsylvania,Unknown,30-49 years,0,0,0,0,0,0
Pennsylvania,Unknown,35-44 years,0,0,0,0,0,0
Pennsylvania,Unknown,45-54 years,0,0,0,0,0,0
Pennsylvania,Unknown,50-64 years,0,0,0,0,0,0
Pennsylvania,Unknown,55-64 years,0,0,0,0,0,0
Pennsylvania,Unknown,65-74 years,0,0,0,0,0,0
Pennsylvania,Unknown,75-84 years,0,,,0,0,
Pennsylvania,Unknown,85 years and over,0,,0,0,0,0
Rhode Island,All Sexes,All Ages,2225,13037,1479,950,33,2786
Rhode Island,Male,All Ages,1069,6463,770,497,12,1353
